Date,Irradiance(MJ/m2)
2015/6/22,15.01
2015/6/23,20.51
2015/6/24,27.37
2015/6/25,20.71
2015/6/26,7.25
2015/6/27,5.59
2015/6/28,22.62
2015/6/29,21.79
2015/6/30,14.92
2015/7/1,2.59
2015/7/2,6.65
2015/7/3,3.55
2015/7/4,6.42
2015/7/5,4.39
2015/7/6,3.72
2015/7/7,7.29
2015/7/8,8.74
2015/7/9,3.5
2015/7/10,24.39
2015/7/11,26.73
2015/7/12,26.35
2015/7/13,26.1
2015/7/14,28.46
2015/7/15,28.18
2015/7/16,7.68
2015/7/17,12.51
2015/7/18,11.49
2015/7/19,23.4
2015/7/20,19.98
2015/7/21,26.92
2015/7/22,27.97
2015/7/23,13.2
2015/7/24,16.59
2015/7/25,20.42
2015/7/26,24.22
2015/7/27,24.96
2015/7/28,17.66
2015/7/29,13.57
2015/7/30,12.3
2015/7/31,21
2015/8/1,22.08
2015/8/2,23.75
2015/8/3,24.91
2015/8/4,24.76
2015/8/5,26.14
2015/8/6,25.51
2015/8/7,21.12
2015/8/8,16.32
2015/8/9,16.05
2015/8/10,13.03
2015/8/11,20.14
2015/8/12,13.55
2015/8/13,10.76
2015/8/14,12.28
2015/8/15,21.39
2015/8/16,16.16
2015/8/17,3.96
2015/8/18,13.25
2015/8/19,17.9
2015/8/20,4.34
2015/8/21,7.01
2015/8/22,19.54
2015/8/23,15.5
2015/8/24,11.61
2015/8/25,5.39
2015/8/26,3.83
2015/8/27,11.94
2015/8/28,3.67
2015/8/29,3.13
2015/8/30,2.54
2015/8/31,3.5
2015/9/1,6.82
2015/9/2,11.27
2015/9/3,12.07
2015/9/4,16.32
2015/9/5,13.08
2015/9/6,6.84
2015/9/7,4.39
2015/9/8,1.8
2015/9/9,2.72
2015/9/10,2.92
2015/9/11,21.29
2015/9/12,19.2
2015/9/13,8.13
2015/9/14,13.3
2015/9/15,17.45
2015/9/16,8.47
2015/9/17,2.63
2015/9/18,6.5
2015/9/19,18.86
2015/9/20,18.66
2015/9/21,17.07
2015/9/22,20.7
2015/9/23,19.14
2015/9/24,6.01
2015/9/25,2.14
2015/9/26,8.87
2015/9/27,5.64
2015/9/28,18.87
2015/9/29,13.17
2015/9/30,18.51
2015/10/1,5.3
2015/10/2,12.05
2015/10/3,18.28
2015/10/4,16.82
2015/10/5,8.69
2015/10/6,15.15
2015/10/7,19.7
2015/10/8,19.62
2015/10/9,17.2
2015/10/10,5.55
2015/10/11,3.52
2015/10/12,13.96
2015/10/13,17.7
2015/10/14,15.48
2015/10/15,15.74
2015/10/16,1.77
2015/10/17,3.79
2015/10/18,12.3
2015/10/19,16.48
2015/10/20,12.41
2015/10/21,9.92
2015/10/22,13.6
2015/10/23,8.21
2015/10/24,13.18
2015/10/25,16.9
2015/10/26,16.13
2015/10/27,14.95
2015/10/28,14.34
2015/10/29,6.21
2015/10/30,12
2015/10/31,4.97
2015/11/1,13.66
2015/11/2,1.72
2015/11/3,14.4
2015/11/4,14.52
2015/11/5,12.89
2015/11/6,14.14
2015/11/7,7.31
2015/11/8,1.87
2015/11/9,3.88
2015/11/10,2.36
2015/11/11,11.48
2015/11/12,6.55
2015/11/13,8.08
2015/11/14,2.6
2015/11/15,5.39
2015/11/16,10.01
2015/11/17,8.47
2015/11/18,6.13
2015/11/19,11.64
2015/11/20,2.7
2015/11/21,10.86
2015/11/22,5.19
2015/11/23,1.46
2015/11/24,9.58
2015/11/25,1.54
2015/11/26,4.23
2015/11/27,12.75
2015/11/28,12.05
2015/11/29,10.36
2015/11/30,7.98
2015/12/1,11.81
2015/12/2,2.43
2015/12/3,1.74
2015/12/4,11.84
2015/12/5,11.62
2015/12/6,8.24
2015/12/7,10.89
2015/12/8,6.12
2015/12/9,11.1
2015/12/10,6.04
2015/12/11,6.98
2015/12/12,9.1
2015/12/13,2.59
2015/12/14,4.02
2015/12/15,4.43
2015/12/16,9.25
2015/12/17,5.4
2015/12/18,11.59
2015/12/19,11.64
2015/12/20,11.35
2015/12/21,5.83
2015/12/22,11.38
2015/12/23,1.48
2015/12/24,8.06
2015/12/25,9
2015/12/26,10.35
2015/12/27,7.61
2015/12/28,11.19
2015/12/29,11.64
2015/12/30,10.81
2015/12/31,8.48
2016/1/1,11.8
2016/1/2,11.59
2016/1/3,10.77
2016/1/4,11.19
2016/1/5,10.57
2016/1/6,4.54
2016/1/7,7.98
2016/1/8,10.99
2016/1/9,11.87
2016/1/10,11.84
2016/1/11,7.85
2016/1/12,1.42
2016/1/13,10.86
2016/1/14,12.09
2016/1/15,11.67
2016/1/16,12.41
2016/1/17,7.6
2016/1/18,2.4
2016/1/19,13.37
2016/1/20,13.21
2016/1/21,10.35
2016/1/22,12.72
2016/1/23,4.77
2016/1/24,14.08
2016/1/25,14.01
2016/1/26,12.1
2016/1/27,13.79
2016/1/28,13.33
2016/1/29,1.61
2016/1/30,3.17
2016/1/31,10.68
2016/2/1,3.96
2016/2/2,14.31
2016/2/3,13.67
2016/2/4,11.36
2016/2/5,14.36
2016/2/6,7.38
2016/2/7,15.34
2016/2/8,11.37
2016/2/9,13.76
2016/2/10,15.99
2016/2/11,15.85
2016/2/12,8.68
2016/2/13,12.01
2016/2/14,8.89
2016/2/15,3.34
2016/2/16,16.12
2016/2/17,15.62
2016/2/18,13.09
2016/2/19,16.05
2016/2/20,3.2
2016/2/21,9.87
2016/2/22,6.73
2016/2/23,4.18
2016/2/24,4.18
2016/2/25,11.21
2016/2/26,17.99
2016/2/27,17.63
2016/2/28,17.42
2016/2/29,7.94
2016/3/1,19.62
2016/3/2,16.98
2016/3/3,18.65
2016/3/4,17.7
2016/3/5,11.27
2016/3/6,10.48
2016/3/7,1.47
2016/3/8,17.61
2016/3/9,1.33
2016/3/10,6.06
2016/3/11,4.15
2016/3/12,8.32
2016/3/13,7.22
2016/3/14,1.96
2016/3/15,21.75
2016/3/16,12.12
2016/3/17,22.01
2016/3/18,17.95
2016/3/19,4.66
2016/3/20,16.14
2016/3/21,13.99
2016/3/22,20.3
2016/3/23,15.49
2016/3/24,6.29
2016/3/25,22.52
2016/3/26,17.46
2016/3/27,16.72
2016/3/28,10.62
2016/3/29,21.35
2016/3/30,13.73
2016/3/31,20.82
2016/4/1,14.38
2016/4/2,4.11
2016/4/3,4.54
2016/4/4,9.21
2016/4/5,5.09
2016/4/6,20.2
2016/4/7,3.29
2016/4/8,15.03
2016/4/9,19.58
2016/4/10,15.57
2016/4/11,17.75
2016/4/12,25.12
2016/4/13,5.62
2016/4/14,5.32
2016/4/15,26.59
2016/4/16,16.39
2016/4/17,7.77
2016/4/18,17.64
2016/4/19,24.98
2016/4/20,24.02
2016/4/21,7.16
2016/4/22,22.44
2016/4/23,13.99
2016/4/24,9.05
2016/4/25,23.21
2016/4/26,24.08
2016/4/27,12.82
2016/4/28,3.8
2016/4/29,24.14
2016/4/30,24.4
2016/5/1,22.6
2016/5/2,17.05
2016/5/3,20.07
2016/5/4,24.47
2016/5/5,27.73
2016/5/6,10.41
2016/5/7,25.91
2016/5/8,26.7
2016/5/9,7.92
2016/5/10,8.67
2016/5/11,11.6
2016/5/12,29.45
2016/5/13,29.18
2016/5/14,23.4
2016/5/15,27.54
2016/5/16,12.58
2016/5/17,2.25
2016/5/18,29.87
2016/5/19,27.18
2016/5/20,15.62
2016/5/21,26.91
2016/5/22,27.7
2016/5/23,25.29
2016/5/24,22.1
2016/5/25,9.64
2016/5/26,14.33
2016/5/27,6.96
2016/5/28,11.59
2016/5/29,25.91
2016/5/30,5.9
2016/5/31,20.78
2016/6/1,19.58
2016/6/2,29.8
2016/6/3,28.19
2016/6/4,22.05
2016/6/5,11.92
2016/6/6,10.78
2016/6/7,3.62
2016/6/8,21.78
2016/6/9,5.77
2016/6/10,24.13
2016/6/11,25.95
2016/6/12,20.79
2016/6/13,3.46
2016/6/14,16.95
2016/6/15,3.85
2016/6/16,8.14
2016/6/17,24.47
2016/6/18,28.94
2016/6/19,16
2016/6/20,19.01
2016/6/21,7.71
2016/6/22,3.65
2016/6/23,7.71
2016/6/24,6.84
2016/6/25,7.98
2016/6/26,24.36
2016/6/27,27.24
2016/6/28,3.35
2016/6/29,5.88
2016/6/30,9.32
2016/7/1,15.25
2016/7/2,21.04
2016/7/3,22.66
2016/7/4,20.9
2016/7/5,3.82
2016/7/6,11.98
2016/7/7,27.12
2016/7/8,14.82
2016/7/9,3.7
2016/7/10,25.75
2016/7/11,26.83
2016/7/12,20.86
2016/7/13,5.48
2016/7/14,16.46
2016/7/15,3.2
2016/7/16,14.76
2016/7/17,6.98
2016/7/18,22.82
2016/7/19,18.41
2016/7/20,17.8
2016/7/21,3.82
2016/7/22,4.17
2016/7/23,15.45
2016/7/24,20.61
2016/7/25,10.99
2016/7/26,7.73
2016/7/27,7.95
2016/7/28,17.5
2016/7/29,24.79
2016/7/30,23.72
2016/7/31,17.74
2016/8/1,11.9
2016/8/2,11.34
2016/8/3,17.43
2016/8/4,21.9
2016/8/5,24.34
2016/8/6,22.3
2016/8/7,25.66
2016/8/8,15.52
2016/8/9,23.34
2016/8/10,17.45
2016/8/11,17.12
2016/8/12,19.51
2016/8/13,20.26
2016/8/14,17.96
2016/8/15,8.54
2016/8/16,13.29
2016/8/17,24.16
2016/8/18,7.4
2016/8/19,19.77
2016/8/20,9.06
2016/8/21,21
2016/8/22,1.73
2016/8/23,11.74
2016/8/24,10.21
2016/8/25,24.5
2016/8/26,21.61
2016/8/27,3.35
2016/8/28,4.3
2016/8/29,12.28
2016/8/30,8.69
2016/8/31,22.2
2016/9/1,21.76
2016/9/2,12.56
2016/9/3,20.4
2016/9/4,14.84
2016/9/5,20.64
2016/9/6,19.32
2016/9/7,9.23
2016/9/8,9.13
2016/9/9,17.61
2016/9/10,14.81
2016/9/11,6.86
2016/9/12,8.77
2016/9/13,2.4
2016/9/14,6.26
2016/9/15,6.28
2016/9/16,3.26
2016/9/17,16.25
2016/9/18,5.05
2016/9/19,2.18
2016/9/20,2.16
2016/9/21,7.62
2016/9/22,3.01
2016/9/23,2.29
2016/9/24,3.89
2016/9/25,13.36
2016/9/26,12.22
2016/9/27,8.57
2016/9/28,8.81
2016/9/29,7.75
2016/9/30,13.34
2016/10/1,3.07
2016/10/2,18.11
2016/10/3,3.57
2016/10/4,14.91
2016/10/5,6.71
2016/10/6,15.44
2016/10/7,15.51
2016/10/8,3.23
2016/10/9,3.37
2016/10/10,6.38
2016/10/11,7.19
2016/10/12,16.14
2016/10/13,4.29
2016/10/14,11.35
2016/10/15,17.64
2016/10/16,11.02
2016/10/17,2.1
2016/10/18,12.27
2016/10/19,8.39
2016/10/20,16.27
2016/10/21,11.8
2016/10/22,5.15
2016/10/23,11.43
2016/10/24,16.47
2016/10/25,6.7
2016/10/26,15.07
2016/10/27,14.44
2016/10/28,1.46
2016/10/29,4.33
2016/10/30,3.93
2016/10/31,9.79
2016/11/1,5.44
2016/11/2,2.54
2016/11/3,14.67
2016/11/4,14.81
2016/11/5,11.88
2016/11/6,13.83
2016/11/7,13.23
2016/11/8,6.22
2016/11/9,11.34
2016/11/10,6.37
2016/11/11,1.73
2016/11/12,11.13
2016/11/13,11.93
2016/11/14,3.9
2016/11/15,6.52
2016/11/16,5.4
2016/11/17,11.76
2016/11/18,12
2016/11/19,1.76
2016/11/20,10.54
2016/11/21,2.55
2016/11/22,10.27
2016/11/23,3.63
2016/11/24,1.11
2016/11/25,11.98
2016/11/26,10.57
2016/11/27,4.5
2016/11/28,7.16
2016/11/29,9.54
2016/11/30,8.98
2016/12/1,7.22
2016/12/2,11.7
2016/12/3,10.27
2016/12/4,9.18
2016/12/5,10.61
2016/12/6,11
2016/12/7,5.76
2016/12/8,11.24
2016/12/9,10.9
2016/12/10,11.59
2016/12/11,11.65
2016/12/12,10.08
2016/12/13,5.57
2016/12/14,3.11
2016/12/15,10.78
2016/12/16,11.44
2016/12/17,11.22
2016/12/18,10.04
2016/12/19,9.76
2016/12/20,6.21
2016/12/21,10.41
2016/12/22,4.53
2016/12/23,7.72
2016/12/24,11.06
2016/12/25,8.04
2016/12/26,5.73
2016/12/27,1.92
2016/12/28,11.89
2016/12/29,8.42
2016/12/30,11.92
2016/12/31,11.52
2017/1/1,11.47
2017/1/2,9.49
2017/1/3,10.79
2017/1/4,10.98
2017/1/5,11.87
2017/1/6,12.09
2017/1/7,11.25
2017/1/8,2.65
2017/1/9,6.35
2017/1/10,11.95
2017/1/11,12.05
2017/1/12,11.71
2017/1/13,10.24
2017/1/14,5.9
2017/1/15,11.6
2017/1/16,13.04
2017/1/17,12.82
2017/1/18,11.91
2017/1/19,9.05
2017/1/20,1.78
2017/1/21,13.33
2017/1/22,12.79
2017/1/23,11.04
2017/1/24,13.74
2017/1/25,14.03
2017/1/26,13.99
2017/1/27,9.42
2017/1/28,13.72
2017/1/29,8.28
2017/1/30,11.65
2017/1/31,14.76
2017/2/1,13.1
2017/2/2,14.78
2017/2/3,14.99
2017/2/4,15.1
2017/2/5,6.33
2017/2/6,11.62
2017/2/7,15.43
2017/2/8,15.41
2017/2/9,1.87
2017/2/10,9.67
2017/2/11,14.09
2017/2/12,16.61
2017/2/13,15.66
2017/2/14,16.22
2017/2/15,17.01
2017/2/16,16.29
2017/2/17,14.05
2017/2/18,9.27
2017/2/19,17.55
2017/2/20,11.73
2017/2/21,17.15
2017/2/22,10.89
2017/2/23,4.73
2017/2/24,11.35
2017/2/25,15.94
2017/2/26,17.25
2017/2/27,7.86
2017/2/28,16.33
2017/3/1,12.42
2017/3/2,3.55
2017/3/3,17.03
2017/3/4,13.17
2017/3/5,17.33
2017/3/6,4.22
2017/3/7,11.27
2017/3/8,17.41
2017/3/9,20.38
2017/3/10,17.86
2017/3/11,19.56
2017/3/12,18.74
2017/3/13,7.49
2017/3/14,4.25
2017/3/15,5.12
2017/3/16,18.43
2017/3/17,20.72
2017/3/18,18.8
2017/3/19,18.46
2017/3/20,20.51
2017/3/21,3.64
2017/3/22,22.52
2017/3/23,15.49
2017/3/24,18.05
2017/3/25,20.82
2017/3/26,3.06
2017/3/27,6.33
2017/3/28,20.92
2017/3/29,18.46
2017/3/30,21.77
2017/3/31,5.19
2017/4/1,6.05
2017/4/2,19.93
2017/4/3,21.09
2017/4/4,23.85
2017/4/5,22.07
2017/4/6,18.26
2017/4/7,8.74
2017/4/8,4.41
2017/4/9,2.8
2017/4/10,17.36
2017/4/11,1.82
2017/4/12,23.73
2017/4/13,23.25
2017/4/14,25.49
2017/4/15,19.38
2017/4/16,24.52
2017/4/17,14
2017/4/18,17.06
2017/4/19,25.11
2017/4/20,22.72
2017/4/21,9.08
2017/4/22,7.25
2017/4/23,26.7
2017/4/24,19.64
2017/4/25,23.63
2017/4/26,10.7
2017/4/27,15.89
2017/4/28,25.23
2017/4/29,23.51
2017/4/30,26.86
2017/5/1,16.19
2017/5/2,28.29
2017/5/3,22.9
2017/5/4,24.68
2017/5/5,26.88
2017/5/6,26.55
2017/5/7,18.18
2017/5/8,27.34
2017/5/9,14.18
2017/5/10,4.29
2017/5/11,23.55
2017/5/12,22.71
2017/5/13,2.75
2017/5/14,8.87
2017/5/15,9.35
2017/5/16,18.23
2017/5/17,12.27
2017/5/18,14.17
2017/5/19,26.91
2017/5/20,27.45
2017/5/21,27.32
2017/5/22,26.54
2017/5/23,28.17
2017/5/24,14.79
2017/5/25,9.71
2017/5/26,3.89
2017/5/27,19.79
2017/5/28,21.33
2017/5/29,28.2
2017/5/30,27.11
2017/5/31,18.72
2017/6/1,10.53
2017/6/2,23.39
2017/6/3,27.82
2017/6/4,24.21
2017/6/5,26.66
2017/6/6,17.25
2017/6/7,8.26
2017/6/8,15.49
2017/6/9,23.15
2017/6/10,23.11
2017/6/11,17.96
2017/6/12,20.54
2017/6/13,4.39
2017/6/14,16.39
2017/6/15,21.73
2017/6/16,24.89
2017/6/17,27.19
2017/6/18,5.48
2017/6/19,28.08
2017/6/20,25.96
2017/6/21,3.11
2017/6/22,19.71
2017/6/23,27.26
2017/6/24,23.39
2017/6/25,3.84
2017/6/26,13.55
2017/6/27,7.62
2017/6/28,5.72
2017/6/29,17.35
2017/6/30,7.7
2017/7/1,5.18
2017/7/2,16.48
2017/7/3,20.5
2017/7/4,8.41
2017/7/5,18.95
2017/7/6,20.45
2017/7/7,24.24
2017/7/8,25.45
2017/7/9,26.66
2017/7/10,28.01
2017/7/11,20.01
2017/7/12,23.95
2017/7/13,19.25
2017/7/14,27.63
2017/7/15,27.01
2017/7/16,19.33
2017/7/17,17.82
2017/7/18,16.31
2017/7/19,19.54
2017/7/20,19.66
2017/7/21,27.79
2017/7/22,22.56
2017/7/23,7.09
2017/7/24,15.9
2017/7/25,10.96
2017/7/26,3.7
2017/7/27,8.2
2017/7/28,16.2
2017/7/29,16.11
2017/7/30,6.93
2017/7/31,19.94
2017/8/1,6.07
2017/8/2,7.29
2017/8/3,12.08
2017/8/4,11.66
2017/8/5,14.07
2017/8/6,18.59
2017/8/7,17.46
2017/8/8,14.9
2017/8/9,21.73
2017/8/10,4
2017/8/11,4.81
2017/8/12,11.45
2017/8/13,16.4
2017/8/14,2.76
2017/8/15,3.15
2017/8/16,3.23
2017/8/17,9.75
2017/8/18,11.06
2017/8/19,11.51
2017/8/20,9.68
2017/8/21,13.55
2017/8/22,14.41
2017/8/23,16.82
2017/8/24,18.88
2017/8/25,14.75
2017/8/26,12.74
2017/8/27,16.77
2017/8/28,17.65
2017/8/29,15.27
2017/8/30,13.24
2017/8/31,5.26
2017/9/1,15.13
2017/9/2,13.66
2017/9/3,19.61
2017/9/4,4.06
2017/9/5,13.26
2017/9/6,2.59
2017/9/7,3.53
2017/9/8,16.04
2017/9/9,21.29
2017/9/10,18.27
2017/9/11,16.98
2017/9/12,4.26
2017/9/13,19.51
2017/9/14,16.69
2017/9/15,17.79
2017/9/16,4.46
2017/9/17,2.56
2017/9/18,20.01
2017/9/19,16.46
2017/9/20,4.84
2017/9/21,20.87
2017/9/22,7.72
2017/9/23,7.04
2017/9/24,13.41
2017/9/25,14.94
2017/9/26,16.49
2017/9/27,7.4
2017/9/28,4.95
2017/9/29,15.99
2017/9/30,11.45
2017/10/1,17.11
2017/10/2,6.99
2017/10/3,11.14
2017/10/4,7.8
2017/10/5,14.48
2017/10/6,5.72
2017/10/7,5.96
2017/10/8,13.69
2017/10/9,17.32
2017/10/10,16.97
2017/10/11,4.48
2017/10/12,14.03
2017/10/13,1.23
2017/10/14,1.77
2017/10/15,2.9
2017/10/16,1.87
2017/10/17,4.23
2017/10/18,14.9
2017/10/19,1.98
2017/10/20,4.38
2017/10/21,1.59
2017/10/22,0.97
2017/10/23,11.88
2017/10/24,8.05
2017/10/25,3.08
2017/10/26,16.08
2017/10/27,15.48
2017/10/28,3.11
2017/10/29,0.94
2017/10/30,15.89
2017/10/31,7.51
2017/11/1,12.34
2017/11/2,13.57
2017/11/3,14.46
2017/11/4,10.75
2017/11/5,14.41
2017/11/6,13.59
2017/11/7,13.64
2017/11/8,1.81
2017/11/9,14.2
2017/11/10,9.89
2017/11/11,8.43
2017/11/12,13.06
2017/11/13,10.13
2017/11/14,3.41
2017/11/15,8.66
2017/11/16,13.03
2017/11/17,11.77
2017/11/18,1.78
2017/11/19,8.74
2017/11/20,6.17
2017/11/21,12.73
2017/11/22,7.92
2017/11/23,4.76
2017/11/24,10.13
2017/11/25,12.29
2017/11/26,10.59
2017/11/27,7.51
2017/11/28,4.94
2017/11/29,11.59
2017/11/30,1.51
2017/12/1,3.09
2017/12/2,10.52
2017/12/3,11.34
2017/12/4,6.23
2017/12/5,11.15
2017/12/6,11.76
2017/12/7,10.9
2017/12/8,2.73
2017/12/9,11.65
2017/12/10,11.11
2017/12/11,10.93
2017/12/12,11.59
2017/12/13,10.99
2017/12/14,11.67
2017/12/15,3.89
2017/12/16,8.66
2017/12/17,11.74
2017/12/18,10.8
2017/12/19,11.1
2017/12/20,8.82
2017/12/21,9.53
2017/12/22,8.94
2017/12/23,10.58
2017/12/24,5.22
2017/12/25,11.1
2017/12/26,11.15
2017/12/27,11.62
2017/12/28,11.77
2017/12/29,11.14
2017/12/30,11.57
2017/12/31,3.36
2018/1/1,11.59
